commit1,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
8b2933b12cc847b503bd4937ae4281e513ea21db,0.09302325581395349,1.0,0.1702127659574468,0.07142857142857142,1.0,0.13333333333333333,0.09302325581395349,1.0,0.1702127659574468
53a775f12ced15ffdafef307e5ef5afe5322fb73,0.1323529411764706,1.0,0.23376623376623376,0.11940298507462686,1.0,0.21333333333333335,0.1323529411764706,1.0,0.23376623376623376
5a48bd21212c1429cce1f95f9f0a7871d41f41c2,0.3076923076923077,1.0,0.47058823529411764,0.2894736842105263,1.0,0.4489795918367347,0.3076923076923077,1.0,0.47058823529411764
9f1ec50126f415bde970370e63f7c737eff10da5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9dc808e12c15d8f28b1226c81d64d93f38ba257b,0.6052631578947368,1.0,0.7540983606557378,0.5945945945945946,1.0,0.7457627118644068,0.6052631578947368,1.0,0.7540983606557378
2d0454012629444d10d20f0e2e7a63d2248848e9,0.08,0.08333333333333333,0.08163265306122448,0.0,0.0,0.0,0.04,0.041666666666666664,0.04081632653061224
b338af912c32ab87d6668923add72a56408bddf8,0.01,0.16666666666666666,0.018867924528301886,0.0,0.0,0.0,0.01,0.16666666666666666,0.018867924528301886
7cec7d312831f509a2d63e89173395ee428f46fa,0.014705882352941176,0.1111111111111111,0.025974025974025972,0.0,0.0,0.0,0.014705882352941176,0.1111111111111111,0.025974025974025972
38e836a128d41a5de7dd72f1bf84f6350099aa43,0.2727272727272727,1.0,0.42857142857142855,0.23809523809523808,1.0,0.3846153846153846,0.2727272727272727,1.0,0.42857142857142855
591431312465291e85fb352a69e947eedeb2e199,0.038461538461538464,0.25,0.06666666666666668,0.0,0.0,0.0,0.038461538461538464,0.25,0.06666666666666668
799566212468620fd0de3796c82447f002844419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6f63931122721208aa8e4fe11ef01543b4b3693b,0.041666666666666664,0.14285714285714285,0.06451612903225806,0.0,0.0,0.0,0.041666666666666664,0.14285714285714285,0.06451612903225806
6a85cf91247b7dd9c3faeddceca8dacb96d02cd6,0.014705882352941176,0.2,0.0273972602739726,0.0,0.0,0.0,0.014705882352941176,0.2,0.0273972602739726
7ceebfd12a0503bee5eaab8d4c062a4389939a61,0.011111111111111112,0.16666666666666666,0.020833333333333336,0.0,0.0,0.0,0.011111111111111112,0.16666666666666666,0.020833333333333336
6711ffc1227d61831b3e990d630b4fc6d3c8177e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a8929b12cbff1f0d6e340ec33e1721c2f7b7152,0.023809523809523808,0.25,0.04347826086956521,0.0,0.0,0.0,0.023809523809523808,0.25,0.04347826086956521
acc8694126c270f7d3a237f965304ec9f78a6c85,0.19047619047619047,1.0,0.32,0.17073170731707318,1.0,0.2916666666666667,0.19047619047619047,1.0,0.32
9e4bf8b12aecd4629cdb3e3c7a856b54f400f8e2,0.037037037037037035,0.14285714285714285,0.058823529411764705,0.0,0.0,0.0,0.037037037037037035,0.14285714285714285,0.058823529411764705
2b425d512a6637335c7a3d3b687ce115107f041b,0.023255813953488372,0.1111111111111111,0.038461538461538464,0.0,0.0,0.0,0.023255813953488372,0.1111111111111111,0.038461538461538464
9435722126df4b3fb9024664bd1589a0cb640350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3270e11218f17af3dfc327ab157569b3be42eb9,0.014705882352941176,0.2,0.0273972602739726,0.0,0.0,0.0,0.014705882352941176,0.2,0.0273972602739726
d20f0c4128af3cef4d8b996e887ba1f4469b2579,0.045454545454545456,0.2222222222222222,0.07547169811320754,0.0,0.0,0.0,0.045454545454545456,0.2222222222222222,0.07547169811320754
903d8c11288e82b80c2e32b9143bba4a9c0e79bc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a35af71121aca6118057e49754c7bfeb02e0bc38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8f89dd01289ea9e97405432d2351a19c842dd6d5,0.03125,0.4,0.057971014492753624,0.0,0.0,0.0,0.03125,0.4,0.057971014492753624
45c3850126f4d0c64f40762f84b7e104777218d5,0.1,0.3333333333333333,0.15384615384615383,0.05263157894736842,0.2,0.08333333333333333,0.1,0.3333333333333333,0.15384615384615383
d93638e128e7eb042a53440a3e762cf04e6c5190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cd2190e124d723fcde87c1ee636a09410a384e1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79fdfd61245a112ff08f5c3bc3fb1afd5db55fb9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53c5015121b3d457377a1b1afac076e6218e5326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f9c8fe41280a48f95216cab43eab8db00ee592e1,0.2903225806451613,1.0,0.45000000000000007,0.26666666666666666,1.0,0.4210526315789474,0.2903225806451613,1.0,0.45000000000000007
b15ad95124ca97dd9a800394b93f1fe19567d2e1,0.16071428571428573,1.0,0.27692307692307694,0.14545454545454545,1.0,0.25396825396825395,0.16071428571428573,1.0,0.27692307692307694
6825bc11287fd48b9ff2a4236446db5426b78c93,0.012048192771084338,0.18181818181818182,0.02259887005649718,0.0,0.0,0.0,0.012048192771084338,0.18181818181818182,0.02259887005649718
b81831d122d59b55c7d42b39e4fd9e94b7d40aca,0.02608695652173913,0.5,0.049586776859504134,0.0,0.0,0.0,0.017391304347826087,0.3333333333333333,0.03305785123966942
597d3c4121b4dd557328c11debb42927a45d52fb,0.058823529411764705,0.125,0.07999999999999999,0.0,0.0,0.0,0.058823529411764705,0.125,0.07999999999999999
85b0f791262b68ff98bef76386296abfb110dfbb,0.17142857142857143,0.6666666666666666,0.27272727272727276,0.08823529411764706,0.375,0.14285714285714285,0.17142857142857143,0.6666666666666666,0.27272727272727276
35467f112acb21fe1ea287c7d8794b0859f149c0,0.09523809523809523,0.2222222222222222,0.13333333333333333,0.0,0.0,0.0,0.047619047619047616,0.1111111111111111,0.06666666666666667
5fcca2a124ac828b01633a3ad237a6435e8ff603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e869269121b61883d55f2469fabf3c751b525d0f,0.375,1.0,0.5454545454545454,0.3333333333333333,1.0,0.5,0.375,1.0,0.5454545454545454
baf740512aa6f3e8c81484b5e914b77200db21d9,0.3125,1.0,0.47619047619047616,0.26666666666666666,1.0,0.4210526315789474,0.3125,1.0,0.47619047619047616
2a595da121b28784f73e710534522583cac7af40,0.015384615384615385,0.2,0.028571428571428574,0.0,0.0,0.0,0.015384615384615385,0.2,0.028571428571428574
4b72a5812c1068234314ccf4179ea91afe849b40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dd60b1b128d8d6c07dc8b8bcbf932b808cedbaab,0.3157894736842105,1.0,0.4799999999999999,0.2777777777777778,1.0,0.4347826086956522,0.3157894736842105,1.0,0.4799999999999999
ebb9a6a1280ae89b8b1555197dd2f7c3f40a4a6e,0.56,1.0,0.717948717948718,0.5416666666666666,1.0,0.7027027027027027,0.56,1.0,0.717948717948718
526ea3e1286d11c9319b53812756fe9a9eb44edf,0.018433179723502304,0.2857142857142857,0.03463203463203463,0.0,0.0,0.0,0.009216589861751152,0.14285714285714285,0.017316017316017316
f7a5d2512863de94b5907dd3e0305533771dd41b,0.14634146341463414,1.0,0.2553191489361702,0.125,1.0,0.2222222222222222,0.14634146341463414,1.0,0.2553191489361702
304999412ac12d780cf0fa4400cb6f55738902aa,0.015384615384615385,0.3333333333333333,0.029411764705882356,0.0,0.0,0.0,0.015384615384615385,0.3333333333333333,0.029411764705882356
2e7116f12688e014259d26c7db6fd5210547c7e6,0.03125,0.125,0.05,0.0,0.0,0.0,0.03125,0.125,0.05
fbec8ea12c78bc300656e05dc3640ad9d933819c,0.10687022900763359,1.0,0.19310344827586207,0.1,1.0,0.18181818181818182,0.10687022900763359,1.0,0.19310344827586207
d2bbd2a124846853748e1cb72e0e39f0cd8ae26f,0.005847953216374269,0.3333333333333333,0.011494252873563218,0.0,0.0,0.0,0.005847953216374269,0.3333333333333333,0.011494252873563218
576c6671245c85dd1e3417992d9f99b53120b661,0.0297029702970297,0.3,0.05405405405405406,0.0,0.0,0.0,0.0297029702970297,0.3,0.05405405405405406
d7cfd0012a04cb508c17b59f834242bd804f333c,0.08695652173913043,1.0,0.16,0.07352941176470588,1.0,0.13698630136986303,0.08695652173913043,1.0,0.16
34ef68d122c666a2f60b6a3f2f7fdaf7ba2590f6,0.2,1.0,0.33333333333333337,0.1724137931034483,1.0,0.29411764705882354,0.2,1.0,0.33333333333333337
95b5cca12212959b5ab83eb2bd0c76e34bdfed39,0.13559322033898305,0.42105263157894735,0.20512820512820512,0.05172413793103448,0.16666666666666666,0.07894736842105264,0.13559322033898305,0.42105263157894735,0.20512820512820512
ab459fb1267770b52d02be02e061baab3b10cc22,0.2647058823529412,1.0,0.4186046511627907,0.24242424242424243,1.0,0.3902439024390244,0.2647058823529412,1.0,0.4186046511627907
267b5a11222e06b0f248ea084c95efa7de776dbe,0.038461538461538464,1.0,0.07407407407407407,0.03225806451612903,1.0,0.0625,0.038461538461538464,1.0,0.07407407407407407
4bbef8d128ce339b4fa08816780c42c40bdd909e,0.025,0.4,0.04705882352941177,0.0,0.0,0.0,0.025,0.4,0.04705882352941177
6de85ac12104055cb0d688087da5c11b85cc4775,0.05,0.125,0.07142857142857144,0.0,0.0,0.0,0.05,0.125,0.07142857142857144
7b8218512a9e0be2ceb09266cd4eb5264b237fe7,0.047619047619047616,0.1111111111111111,0.06666666666666667,0.0,0.0,0.0,0.047619047619047616,0.1111111111111111,0.06666666666666667
b330d3012140dc3f2d91f5615985ca78916a827e,0.02531645569620253,0.2857142857142857,0.046511627906976744,0.0,0.0,0.0,0.012658227848101266,0.14285714285714285,0.023255813953488372
67099f51229b5b589c8c89bbdf3297a3a9e33ab8,0.2857142857142857,1.0,0.4444444444444445,0.25925925925925924,1.0,0.4117647058823529,0.2857142857142857,1.0,0.4444444444444445
4c4df9712af292fb6a1ce1b82aedcd91c4482a75,0.10810810810810811,1.0,0.1951219512195122,0.08333333333333333,1.0,0.15384615384615385,0.10810810810810811,1.0,0.1951219512195122
8ecc9531226d23b3bd24652306887256e26394d6,0.22580645161290322,1.0,0.3684210526315789,0.2,1.0,0.33333333333333337,0.22580645161290322,1.0,0.3684210526315789
8ba929612cfd2146d2f996a9bd36e8118ee6c2db,0.015384615384615385,0.5,0.029850746268656723,0.0,0.0,0.0,0.015384615384615385,0.5,0.029850746268656723
296ef5d12c1425e02d6f0d2cebc7a88132d4e549,0.03125,0.2,0.05405405405405406,0.0,0.0,0.0,0.03125,0.2,0.05405405405405406
d49c0301243088906fd0485102a456a30247597d,0.23529411764705882,1.0,0.38095238095238093,0.21212121212121213,1.0,0.35,0.23529411764705882,1.0,0.38095238095238093
df8e61912cb34ecb7b0b7d02ccd74e92eaecf43d,0.18181818181818182,1.0,0.3076923076923077,0.14285714285714285,1.0,0.25,0.18181818181818182,1.0,0.3076923076923077
23b5c3d122b93f14fd1d072dd1c2185459802932,0.028169014084507043,0.6666666666666666,0.054054054054054064,0.0,0.0,0.0,0.028169014084507043,0.6666666666666666,0.054054054054054064
7adeffd12a1230005177234152913c96b183bf11,0.3333333333333333,1.0,0.5,0.3076923076923077,1.0,0.47058823529411764,0.3333333333333333,1.0,0.5
d461bd21220f0ae2ec5350685ef40fe2c7b87b52,0.017543859649122806,0.125,0.030769230769230767,0.0,0.0,0.0,0.017543859649122806,0.125,0.030769230769230767
28c0395121d3c63f7c0a11a6e9377eec0f4fbe70,0.02631578947368421,0.3333333333333333,0.048780487804878044,0.0,0.0,0.0,0.02631578947368421,0.3333333333333333,0.048780487804878044
e47d2231265bff2309b4b61d224932d623902323,0.21428571428571427,1.0,0.35294117647058826,0.15384615384615385,1.0,0.2666666666666667,0.21428571428571427,1.0,0.35294117647058826
640c5151225bf0f08d1503e11c5e67a5531501d9,0.09375,0.75,0.16666666666666666,0.06451612903225806,0.6666666666666666,0.1176470588235294,0.09375,0.75,0.16666666666666666
2ca2363124191ec9b6c4babcbb8eec66851a261d,0.05555555555555555,0.6153846153846154,0.10191082802547771,0.006993006993006993,0.08333333333333333,0.012903225806451613,0.04861111111111111,0.5384615384615384,0.08917197452229299
46c38b71222b79f711983164a41a4e9d03283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b48691e12cd3067f7fc46ac8a4fb19b26cceb1b9,0.171875,1.0,0.29333333333333333,0.15873015873015872,1.0,0.27397260273972607,0.171875,1.0,0.29333333333333333
6d72a53126dd881fac55280b27b06be659335696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a5124f412c567395de5556882ec6ac20d6e78863,0.1724137931034483,1.0,0.29411764705882354,0.14285714285714285,1.0,0.25,0.1724137931034483,1.0,0.29411764705882354
4549e3c12afb47e0499310385d3b8a87ee37b8bc,0.03333333333333333,0.2,0.05714285714285715,0.0,0.0,0.0,0.03333333333333333,0.2,0.05714285714285715
38aa75912c6aef852da98eea475563c27b5bea15,0.02857142857142857,0.2,0.049999999999999996,0.0,0.0,0.0,0.02857142857142857,0.2,0.049999999999999996
f86ef6212879a8b542bc54863e7cf0be790f77de,0.30303030303030304,1.0,0.4651162790697675,0.28125,1.0,0.43902439024390244,0.30303030303030304,1.0,0.4651162790697675
4832a54128092fe9b63f90c39a8e4fb3669ec1f7,0.045454545454545456,0.125,0.06666666666666667,0.0,0.0,0.0,0.045454545454545456,0.125,0.06666666666666667
6ee4fb112aac0c22f68385de657c3bb3e191c0cb,0.18309859154929578,1.0,0.30952380952380953,0.17142857142857143,1.0,0.2926829268292683,0.18309859154929578,1.0,0.30952380952380953
323d37812134e8891b38a8b9572c39961e0c43f6,0.125,1.0,0.2222222222222222,0.0967741935483871,1.0,0.17647058823529413,0.125,1.0,0.2222222222222222
9854ebc1282b038ef352cfe00780c090121f709f,0.030303030303030304,0.08333333333333333,0.04444444444444444,0.0,0.0,0.0,0.030303030303030304,0.08333333333333333,0.04444444444444444
a6f8e111287d0108978fb9feebb986979b09a38a,0.25806451612903225,1.0,0.41025641025641024,0.23333333333333334,1.0,0.37837837837837834,0.25806451612903225,1.0,0.41025641025641024
6248ae61211bfbc18140edb0147cfe9d92a56f0b,0.3225806451612903,1.0,0.4878048780487805,0.3,1.0,0.4615384615384615,0.3225806451612903,1.0,0.4878048780487805
7236bc712495e2f944de0e3f9db6eeb419df79d1,0.2,1.0,0.33333333333333337,0.1724137931034483,1.0,0.29411764705882354,0.2,1.0,0.33333333333333337
56adab6122eede769e912bcfd27f8db7de19b55e,0.08333333333333333,0.5,0.14285714285714285,0.0,0.0,0.0,0.041666666666666664,0.25,0.07142857142857142
946ee54121a7fd112633722c78d82682262789c6,0.0457516339869281,0.7,0.08588957055214724,0.013157894736842105,0.2222222222222222,0.02484472049689441,0.032679738562091505,0.5,0.06134969325153375
78979421281ac6fa00b654f5c208e0bbdade3f09,0.20689655172413793,1.0,0.34285714285714286,0.17857142857142858,1.0,0.30303030303030304,0.20689655172413793,1.0,0.34285714285714286
d19898a1287927a3c83db91b08471cbae20c5452,0.22580645161290322,1.0,0.3684210526315789,0.2,1.0,0.33333333333333337,0.22580645161290322,1.0,0.3684210526315789
c9f1ed912c2ed3d53fdfe84cbb0012b5c7c2332f,0.42105263157894735,1.0,0.5925925925925926,0.3888888888888889,1.0,0.56,0.42105263157894735,1.0,0.5925925925925926
c287d7312103bae5e154c0c4dd493371a22ea207,0.047619047619047616,0.2,0.07692307692307693,0.0,0.0,0.0,0.023809523809523808,0.1,0.038461538461538464
5d6c454122246ee7598a0122510f14cdc1b8f16b,0.23684210526315788,1.0,0.38297872340425526,0.21621621621621623,1.0,0.35555555555555557,0.23684210526315788,1.0,0.38297872340425526
4593a2f126c83c4d05f942da7df59b2cc656cf20,0.20512820512820512,0.8888888888888888,0.3333333333333333,0.15789473684210525,0.75,0.2608695652173913,0.20512820512820512,0.8888888888888888,0.3333333333333333
3e81e71124c75fd8709704e38561fa1f9d5bfbc2,0.010638297872340425,0.125,0.0196078431372549,0.0,0.0,0.0,0.010638297872340425,0.125,0.0196078431372549
5a87af9128c5468ce1f2e55602c9d3ec05987b8d,0.011904761904761904,0.25,0.022727272727272724,0.0,0.0,0.0,0.011904761904761904,0.25,0.022727272727272724
733100a12138a701d0ae7ef5af2b04b08e225033,0.02,0.375,0.03797468354430379,0.0,0.0,0.0,0.02,0.375,0.03797468354430379
dfc511c1226786cebbda35990bb7149dea5577b5,0.17142857142857143,1.0,0.2926829268292683,0.14705882352941177,1.0,0.25641025641025644,0.17142857142857143,1.0,0.2926829268292683
e14cad512af789c78ab56c6f205f77a20a151316,0.01818181818181818,0.16666666666666666,0.032786885245901634,0.0,0.0,0.0,0.01818181818181818,0.16666666666666666,0.032786885245901634
8d1b572126afceb60693ff4c4a734bd6dbdaf548,0.09836065573770492,1.0,0.1791044776119403,0.08333333333333333,1.0,0.15384615384615385,0.09836065573770492,1.0,0.1791044776119403
5b3941612ad2aea9b197d5ece0560f34e97ff9f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ae8d047122c7ba8123f72b2eac68944868ac37d4,0.013157894736842105,0.2,0.024691358024691357,0.0,0.0,0.0,0.013157894736842105,0.2,0.024691358024691357
da694601229b5c8c5303a91317f067a912599e89,0.21875,0.7,0.3333333333333333,0.12903225806451613,0.4444444444444444,0.19999999999999998,0.21875,0.7,0.3333333333333333
f8469b71247b5a41cfdf0f54c25ceda1552e0ee9,0.4074074074074074,1.0,0.5789473684210525,0.39622641509433965,1.0,0.5675675675675675,0.4074074074074074,1.0,0.5789473684210525
62df78512145db94b51c5573d4df1737197e368a,0.05263157894736842,0.5714285714285714,0.0963855421686747,0.013333333333333334,0.16666666666666666,0.02469135802469136,0.039473684210526314,0.42857142857142855,0.07228915662650602
effcbdb12c7ef892f1fd92a745cb33a08ca4ba30,0.15151515151515152,1.0,0.2631578947368421,0.125,1.0,0.2222222222222222,0.15151515151515152,1.0,0.2631578947368421
30a00c812cbefb6292eadf8ef8eceb16001f2880,0.3835616438356164,1.0,0.5544554455445544,0.375,1.0,0.5454545454545454,0.3835616438356164,1.0,0.5544554455445544
c653289121ba5cf05cd1c4405d1a360a0b31d724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c60b1f1286919ac638d7ee56ce0ab161b01b2d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca75086128658d25ce196dadcef2f04ecdfdc3ea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5112ec7121dc9a3de195655312c118f5cb9ca5dd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575323612142b12c13a165cb41c792592527c5d4,0.05263157894736842,0.42857142857142855,0.09375,0.0,0.0,0.0,0.03508771929824561,0.2857142857142857,0.0625
47c001d122772edbf9b1741b00bcc987b9a87f0f,0.034482758620689655,0.16666666666666666,0.05714285714285715,0.0,0.0,0.0,0.034482758620689655,0.16666666666666666,0.05714285714285715
f7db9ef12280640dad2a516b1412d77c97bb011f,0.07792207792207792,1.0,0.14457831325301204,0.06578947368421052,1.0,0.12345679012345677,0.07792207792207792,1.0,0.14457831325301204
7cc136112a09ce25a0bcd3e1eadea62f77fe3379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ef8e5bc12a55d8281ddd4b71a3c4d28cf8242830,0.10909090909090909,1.0,0.19672131147540983,0.09259259259259259,1.0,0.1694915254237288,0.10909090909090909,1.0,0.19672131147540983
a946892122c5b68c3cb37ed60f0ebc735ae90d90,0.023255813953488372,0.2,0.041666666666666664,0.0,0.0,0.0,0.023255813953488372,0.2,0.041666666666666664
da5d2ee1281b98974659d40eda60e6d3529e9374,0.02127659574468085,1.0,0.04166666666666667,0.014285714285714285,1.0,0.028169014084507043,0.02127659574468085,1.0,0.04166666666666667
efe2b931240f6c8353608d7d9e4af41f358b24ab,0.02,0.25,0.037037037037037035,0.0,0.0,0.0,0.02,0.25,0.037037037037037035
86cd7da12264a3e1608b50ef9b22b742434a1907,0.029411764705882353,0.2857142857142857,0.05333333333333333,0.0,0.0,0.0,0.029411764705882353,0.2857142857142857,0.05333333333333333
51707d812274b1b5143445d3ed9e2a7211d333c7,0.07407407407407407,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.07407407407407407,0.2222222222222222,0.1111111111111111
eba0e45126aeabbcc46a7336deb95e10cb234e31,0.1590909090909091,1.0,0.2745098039215686,0.13953488372093023,1.0,0.24489795918367346,0.1590909090909091,1.0,0.2745098039215686
aad8ccf1263bc8848efec5140cc02ef593f0e1d4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77143b6128b1dabb4dd0d508076e2cb0baa714f9,0.02127659574468085,0.2,0.03846153846153846,0.0,0.0,0.0,0.02127659574468085,0.2,0.03846153846153846
5d60873124631fd3a2bee908d7b378c21bd24608,0.15,0.5,0.23076923076923075,0.0,0.0,0.0,0.15,0.5,0.23076923076923075
afd42e9122f057ab00dd24357c28dc2ad6806434,0.21428571428571427,1.0,0.35294117647058826,0.2,1.0,0.33333333333333337,0.21428571428571427,1.0,0.35294117647058826
674d5f2124c8737c1b81d8664e97abea99710aba,0.23076923076923078,1.0,0.375,0.2,1.0,0.33333333333333337,0.23076923076923078,1.0,0.375
304237712c9393611fd9b9ecc168ee2ee2e037f1,0.05263157894736842,0.42857142857142855,0.09375,0.0,0.0,0.0,0.03508771929824561,0.2857142857142857,0.0625
386842112a0c6be1c17a93387f686ed7493186d6,0.022222222222222223,0.1,0.03636363636363636,0.0,0.0,0.0,0.022222222222222223,0.1,0.03636363636363636
e51a6631284c5411b54f577dbdf392b41a53568f,0.11363636363636363,1.0,0.20408163265306123,0.09302325581395349,1.0,0.1702127659574468,0.11363636363636363,1.0,0.20408163265306123
9b04bfa12a723435be61a55915a96a68bc7394e6,0.04285714285714286,0.3,0.075,0.0,0.0,0.0,0.04285714285714286,0.3,0.075
f87611412660b89ee9451820fc9c58162a11e243,0.029850746268656716,1.0,0.05797101449275362,0.015151515151515152,1.0,0.02985074626865672,0.029850746268656716,1.0,0.05797101449275362
47e1f881222b7642e6f8d8db42c58aaad221adc5,0.014925373134328358,0.5,0.02898550724637681,0.0,0.0,0.0,0.014925373134328358,0.5,0.02898550724637681
87f80621269fcba7581b785ec13cff11ff5350b2,0.12698412698412698,1.0,0.22535211267605632,0.11290322580645161,1.0,0.2028985507246377,0.12698412698412698,1.0,0.22535211267605632
a6f3857128220cc413434d5fb56cdd7f9a890c4c,0.04430379746835443,0.875,0.08433734939759036,0.03184713375796178,0.7142857142857143,0.06097560975609756,0.04430379746835443,0.875,0.08433734939759036
c3aabdd121f4ffe6ed7e88aebfbee7cc714c1627,0.22727272727272727,1.0,0.37037037037037035,0.20930232558139536,1.0,0.3461538461538462,0.22727272727272727,1.0,0.37037037037037035
fcd04ec121664de621ceb874c44eab5fbdc6bbd7,0.0975609756097561,1.0,0.17777777777777776,0.08641975308641975,1.0,0.1590909090909091,0.0975609756097561,1.0,0.17777777777777776
