commit,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
de7e27c0d3d1477fed1e3b1150411797f682cc21,0.19230769230769232,0.5555555555555556,0.28571428571428575,0.08,0.25,0.12121212121212122,0.15384615384615385,0.4444444444444444,0.2285714285714286
d598edc5f38beab44d0593f1c49957a37bdbbff9,0.05185185185185185,0.7777777777777778,0.09722222222222222,0.007462686567164179,0.125,0.014084507042253521,0.037037037037037035,0.5555555555555556,0.06944444444444445
87ee690f7b2d3041a08e5459e83958bc55efc1c3,0.06818181818181818,0.3,0.11111111111111109,0.023255813953488372,0.1111111111111111,0.038461538461538464,0.06818181818181818,0.3,0.11111111111111109
5a061223142ce82acbb04ee6215ab304ec319fb0,0.21428571428571427,0.2727272727272727,0.23999999999999996,0.07692307692307693,0.1,0.08695652173913043,0.21428571428571427,0.2727272727272727,0.23999999999999996
b272f27adf1b47fe731025b283346b324d5547ad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107baecaca0b2843f1a0464701b253e51ef6f0e2,0.04819277108433735,0.3333333333333333,0.08421052631578947,0.012195121951219513,0.09090909090909091,0.021505376344086023,0.024096385542168676,0.16666666666666666,0.042105263157894736
3915d4de53d86e88f115afeb678f288aef15764d,0.2558139534883721,0.9166666666666666,0.4,0.23809523809523808,0.9090909090909091,0.3773584905660377,0.2558139534883721,0.9166666666666666,0.4
4f7143a4a2632ec9d6058ac2f9ee365e812dfe80,0.10256410256410256,0.5,0.1702127659574468,0.0,0.0,0.0,0.07692307692307693,0.375,0.12765957446808512
3c1f7dae0aaefdb0041a1b3e030cbb47132f6672,0.05825242718446602,0.3,0.0975609756097561,0.00980392156862745,0.05263157894736842,0.01652892561983471,0.038834951456310676,0.2,0.06504065040650406
ae4d8b55e16a7c963626e2629a626d25fdfc0082,0.030303030303030304,0.125,0.04878048780487805,0.0,0.0,0.0,0.030303030303030304,0.125,0.04878048780487805
92667e3b7ff8e809c6652105e2718a9f02abc2ef,0.15625,0.45454545454545453,0.2325581395348837,0.06451612903225806,0.2,0.0975609756097561,0.15625,0.45454545454545453,0.2325581395348837
5c95597f0a1ffd260cfffdacbd75d6f069ceef55,0.12,0.375,0.18181818181818182,0.041666666666666664,0.14285714285714285,0.06451612903225806,0.12,0.375,0.18181818181818182
144938cff15a116025a207984c0b8fe890834bd2,0.10256410256410256,0.3333333333333333,0.15686274509803919,0.0,0.0,0.0,0.07692307692307693,0.25,0.11764705882352941
b245e6e6ec75bca439d307c53f3c16f01d6433fb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7204f51643bc9375b160e99dfa435c20ceae59d8,0.2727272727272727,0.6,0.37499999999999994,0.0,0.0,0.0,0.18181818181818182,0.4,0.25000000000000006
2b2f93698b4f479d673067caa384b604732852e4,0.15789473684210525,0.3333333333333333,0.21428571428571427,0.0,0.0,0.0,0.10526315789473684,0.2222222222222222,0.14285714285714285
e2c987e21fa9d2d2be93176429679dd8eaca9576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6fd148b321c65641a1cbf1bf1d7c34f56027f850,0.04597701149425287,0.4,0.08247422680412371,0.0,0.0,0.0,0.04597701149425287,0.4,0.08247422680412371
4734910548f5b2aa821f7b4ebd5aa6b31c5d0d3f,0.047619047619047616,0.03571428571428571,0.04081632653061224,0.0,0.0,0.0,0.047619047619047616,0.03571428571428571,0.04081632653061224
3d14a1c77630e0596a76b81c0fdb5fb8d1f249df,0.24,0.75,0.36363636363636365,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.24,0.75,0.36363636363636365
9911bac0cb4bd6abab6ba6fd8aed20074440be69,0.1111111111111111,0.5,0.1818181818181818,0.0,0.0,0.0,0.08333333333333333,0.375,0.13636363636363638
f21eb777e0e23586aaa3880028b556a48dfd4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4e6be206b9597cdda9bcb27263332e4d83816106,0.3684210526315789,0.6363636363636364,0.4666666666666667,0.16666666666666666,0.3,0.21428571428571427,0.3157894736842105,0.5454545454545454,0.39999999999999997
23f3fa8085a98a795c28000b80001a353f8d31cf,0.047619047619047616,0.05,0.04878048780487805,0.0,0.0,0.0,0.047619047619047616,0.05,0.04878048780487805
da82cb539a47e4b70dcaf5c24ef0972d1d6e73d0,0.09302325581395349,0.3333333333333333,0.14545454545454545,0.0,0.0,0.0,0.06976744186046512,0.25,0.10909090909090909
37319996b0abf857bafa642e2f236a2782146e75,0.11320754716981132,0.5454545454545454,0.1875,0.019230769230769232,0.1,0.03225806451612903,0.07547169811320754,0.36363636363636365,0.125
e8262675a3b71e613a0595a01bd67d9e096b2cda,0.21875,0.3783783783783784,0.2772277227722772,0.031746031746031744,0.05555555555555555,0.04040404040404041,0.125,0.21621621621621623,0.15841584158415842
0f5ac18360640c216b2cc2aa9baf7937ae7d18c9,0.3870967741935484,0.9230769230769231,0.5454545454545454,0.36666666666666664,0.9166666666666666,0.5238095238095238,0.3870967741935484,0.9230769230769231,0.5454545454545454
b23fe0b0b8d468fe80d40aef1a12296421cc1d37,0.057971014492753624,0.4444444444444444,0.10256410256410256,0.014705882352941176,0.125,0.02631578947368421,0.028985507246376812,0.2222222222222222,0.05128205128205128
0b7ac73eb67be4763f68a15aa1be7ec7476d8f14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277c547edd13ef2b69049ec1b4e768a2333471e1,0.7142857142857143,0.7692307692307693,0.7407407407407408,0.6923076923076923,0.75,0.7199999999999999,0.7142857142857143,0.7692307692307693,0.7407407407407408
c7d426daf0aeda808c2a4a70fb89146c50305ee3,0.012345679012345678,0.125,0.02247191011235955,0.0,0.0,0.0,0.012345679012345678,0.125,0.02247191011235955
5d4bf308c4d392ced48fd81003e2816984c78712,0.42105263157894735,0.8888888888888888,0.5714285714285714,0.2777777777777778,0.625,0.3846153846153846,0.42105263157894735,0.8888888888888888,0.5714285714285714
b5b64e7900fd61bd525409ee869deafde7b8c50a,0.13333333333333333,0.2222222222222222,0.16666666666666669,0.07142857142857142,0.125,0.09090909090909091,0.13333333333333333,0.2222222222222222,0.16666666666666669
e5904bb5e7d83b3731b312c40f7904c0511019f5,0.3,0.6923076923076923,0.41860465116279066,0.20689655172413793,0.5,0.2926829268292683,0.2,0.46153846153846156,0.27906976744186046
903f5c286c3c4ad6078ff7bc2f3f5c1a2f6aeb34,0.07407407407407407,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.07407407407407407,0.2222222222222222,0.1111111111111111
7d32bc059f00eab75fca6dffef5121d7e95c7c0e,0.15789473684210525,0.3333333333333333,0.21428571428571427,0.0,0.0,0.0,0.10526315789473684,0.2222222222222222,0.14285714285714285
614ddb62c940350b4114e8ba69cf1557159d62fa,0.17857142857142858,0.4166666666666667,0.25,0.07407407407407407,0.18181818181818182,0.10526315789473684,0.17857142857142858,0.4166666666666667,0.25
3b5873567d24bf0d8bc2a175848e716e295d6c94,0.14035087719298245,0.8,0.23880597014925373,0.05357142857142857,0.3333333333333333,0.09230769230769231,0.07017543859649122,0.4,0.11940298507462686
f18a26c1697cbc539fb26d70779622cb3678ea17,0.14285714285714285,0.4444444444444444,0.21621621621621623,0.07407407407407407,0.25,0.11428571428571428,0.14285714285714285,0.4444444444444444,0.21621621621621623
9309e92332241ff1113433057c969cebf127734e,0.14814814814814814,0.5,0.22857142857142856,0.038461538461538464,0.14285714285714285,0.060606060606060615,0.14814814814814814,0.5,0.22857142857142856
470c16b984c8d3b1542fa5c7e7e82d9eab11f14b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250f6a78542e5b73e0bc2207c90058e7b53205af,0.1,0.3,0.15,0.0,0.0,0.0,0.06666666666666667,0.2,0.1
2fefe5b2ea53afd03727a7815b260b7085c299e0,0.015873015873015872,0.08333333333333333,0.02666666666666667,0.0,0.0,0.0,0.015873015873015872,0.08333333333333333,0.02666666666666667
2eb9475db51cbdd39b6eb31b12021dbad38dd683,0.13114754098360656,0.8,0.22535211267605634,0.08333333333333333,0.5555555555555556,0.14492753623188404,0.11475409836065574,0.7,0.1971830985915493
f84ae92e519b5c140952fb569f46fb7c1a19b423,0.5909090909090909,0.9285714285714286,0.7222222222222223,0.5238095238095238,0.8461538461538461,0.6470588235294118,0.5909090909090909,0.9285714285714286,0.7222222222222223
784b17dd24d03b1a2f8860928f1bba248b976b31,0.027777777777777776,0.05263157894736842,0.03636363636363636,0.0,0.0,0.0,0.027777777777777776,0.05263157894736842,0.03636363636363636
a69e5df5f6d3209988a2a3f577c467645ab1dd08,0.05714285714285714,0.25,0.09302325581395347,0.0,0.0,0.0,0.05714285714285714,0.25,0.09302325581395347
2aae57af88bd6aea568771c93bdebd0820b801f6,0.05714285714285714,0.6,0.1043478260869565,0.038461538461538464,0.4444444444444444,0.07079646017699116,0.05714285714285714,0.6,0.1043478260869565
c9e4b6fcfcc361f65f2f579b2c001ad99a194638,0.16,0.36363636363636365,0.2222222222222222,0.041666666666666664,0.1,0.058823529411764705,0.12,0.2727272727272727,0.16666666666666666
6fdc99a224bd52020c602c3d4d57e5f8a75f6bb8,0.038461538461538464,0.25,0.06666666666666668,0.0,0.0,0.0,0.038461538461538464,0.25,0.06666666666666668
6763af84a69f23c1c79f00720982e74fcff4d1f3,0.09615384615384616,0.5555555555555556,0.1639344262295082,0.0392156862745098,0.25,0.06779661016949153,0.09615384615384616,0.5555555555555556,0.1639344262295082
90ca37feed236a2eb9d61e412dc3805aa8ad8933,0.1951219512195122,0.8,0.3137254901960785,0.1,0.4444444444444444,0.163265306122449,0.14634146341463414,0.6,0.23529411764705882
85cb682efc04ff98dc96219a43fd7e3c74e6c0cc,0.5,1.0,0.6666666666666666,0.4444444444444444,0.9230769230769231,0.6,0.5,1.0,0.6666666666666666
aec642c5ab18fab25b541699d05b64900da019cf,0.2222222222222222,0.9230769230769231,0.35820895522388063,0.18867924528301888,0.8333333333333334,0.3076923076923077,0.2037037037037037,0.8461538461538461,0.3283582089552239
41b805c713b4ef87f5cf1843053c7f45c6d1d78d,0.047619047619047616,0.030303030303030304,0.037037037037037035,0.0,0.0,0.0,0.047619047619047616,0.030303030303030304,0.037037037037037035
ec6b38dea0a9c7f5b2b45dff6cbb2b1479f44878,0.2,0.6666666666666666,0.30769230769230765,0.034482758620689655,0.125,0.05405405405405405,0.13333333333333333,0.4444444444444444,0.20512820512820512
3439819eb1ac4b50ee10e92c4fb09e4fd696f01e,0.10638297872340426,0.7142857142857143,0.18518518518518517,0.08695652173913043,0.6666666666666666,0.15384615384615383,0.10638297872340426,0.7142857142857143,0.18518518518518517
a9174005842395c43cc75a310933c365a3df1d85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9d9257916bf913908cfee140f8c2683ae85ceeae,0.3157894736842105,0.6666666666666666,0.42857142857142855,0.2222222222222222,0.5,0.30769230769230765,0.3157894736842105,0.6666666666666666,0.42857142857142855
c4a0533fe2e744844613963ec84f303347cda57f,0.19444444444444445,0.7,0.30434782608695654,0.11428571428571428,0.4444444444444444,0.1818181818181818,0.16666666666666666,0.6,0.2608695652173913
523d266beebc537e817f2c27a578bf8963028270,0.4117647058823529,0.7,0.5185185185185185,0.1875,0.3333333333333333,0.24000000000000005,0.23529411764705882,0.4,0.29629629629629634
996fa3f50f6137113d0269d4f954973ca56acaeb,0.07407407407407407,0.16666666666666666,0.10256410256410256,0.0,0.0,0.0,0.037037037037037035,0.08333333333333333,0.05128205128205128
e7498656b5e2e9e3806d263fecc90b2707d02093,0.07142857142857142,0.45454545454545453,0.12345679012345678,0.0,0.0,0.0,0.04285714285714286,0.2727272727272727,0.07407407407407407
2a4d71d69f97cef48da969ab917b55e0193ed9ec,0.05319148936170213,0.38461538461538464,0.09345794392523364,0.021505376344086023,0.16666666666666666,0.0380952380952381,0.05319148936170213,0.38461538461538464,0.09345794392523364
d06c2319828608071f135759b662f5899f8c4a61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04c80bbf3fe521624a196e432133b2d8571a03fe,0.23809523809523808,0.5555555555555556,0.33333333333333326,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.2
feb3d9bef891f8da7ae79356547bb3531888d235,0.2608695652173913,1.0,0.41379310344827586,0.24444444444444444,1.0,0.39285714285714285,0.2608695652173913,1.0,0.41379310344827586
c7d0ab28b4c51de50c1fded2502e47a37771b6c3,0.07142857142857142,0.2727272727272727,0.11320754716981131,0.024390243902439025,0.1,0.03921568627450981,0.07142857142857142,0.2727272727272727,0.11320754716981131
dd1fd31d7acdb4b6e388810c9eb4e09d773de61f,0.1044776119402985,0.7777777777777778,0.1842105263157895,0.07575757575757576,0.625,0.13513513513513511,0.1044776119402985,0.7777777777777778,0.1842105263157895
0339bbb11cf2f5fa3c2735537d87cb85ddd6c64f,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.625,0.9090909090909091,0.7407407407407406,0.6470588235294118,0.9166666666666666,0.7586206896551724
e319eb3478799207d3185bfc780b94d0959ea627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50abf24ff04aae0c9010411fa6e98561c2ccc66f,0.03676470588235294,0.625,0.06944444444444445,0.007407407407407408,0.14285714285714285,0.014084507042253521,0.03676470588235294,0.625,0.06944444444444445
b3da96b5787b31898c61bf8bf2c55c79462a6f41,0.1016949152542373,0.6666666666666666,0.1764705882352941,0.034482758620689655,0.25,0.0606060606060606,0.0847457627118644,0.5555555555555556,0.14705882352941177
a7ad76ef31146c9a58840cea5e39815be82a3afd,0.8181818181818182,0.6,0.6923076923076923,0.8,0.5714285714285714,0.6666666666666666,0.8181818181818182,0.6,0.6923076923076923
692014c817b58876042ab03d71bde0c2cce7e571,0.038461538461538464,0.3,0.06818181818181818,0.0,0.0,0.0,0.02564102564102564,0.2,0.045454545454545456
e7cc182a67947735a6e03c0dcc2c5190ed37dc59,0.24242424242424243,0.7272727272727273,0.36363636363636365,0.1875,0.6,0.2857142857142857,0.21212121212121213,0.6363636363636364,0.3181818181818182
5eee836d45d8c29236a6836b581a17f9a36a926e,0.0759493670886076,0.6,0.13483146067415733,0.01282051282051282,0.1111111111111111,0.022988505747126436,0.0379746835443038,0.3,0.06741573033707866
71ad682c1c295f1ba4eec7478384138b6ad4dab2,0.14925373134328357,0.9090909090909091,0.2564102564102564,0.09090909090909091,0.6,0.15789473684210525,0.04477611940298507,0.2727272727272727,0.07692307692307691
ddd2424929a569dddbed72374f949c9f4a583e5a,0.0784313725490196,0.4444444444444444,0.13333333333333333,0.02,0.125,0.03448275862068966,0.0392156862745098,0.2222222222222222,0.06666666666666667
3c4a3f714d59ea2ec79d678d51369d82c90ed2d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bcfb1bfdd3a7c553b2123d834ae52757f652bf3a,0.1724137931034483,0.5,0.25641025641025644,0.03571428571428571,0.1111111111111111,0.05405405405405406,0.13793103448275862,0.4,0.20512820512820515
17bda5250fad08bab201a5406780b9b881222f1f,0.05714285714285714,0.2222222222222222,0.0909090909090909,0.014492753623188406,0.058823529411764705,0.023255813953488375,0.04285714285714286,0.16666666666666666,0.06818181818181819
b6303dedcf04c6ba58b3a2e54efd1c6e9061e24f,0.05555555555555555,0.2222222222222222,0.08888888888888888,0.0,0.0,0.0,0.05555555555555555,0.2222222222222222,0.08888888888888888
a5bef7829978c28bb3249e09f2d89fb00bd366c3,0.18181818181818182,0.4,0.25000000000000006,0.047619047619047616,0.1111111111111111,0.06666666666666667,0.13636363636363635,0.3,0.18749999999999997
b9c43464e8c4a50aadbdfd274174fb4a673b8eb7,0.06153846153846154,0.2857142857142857,0.10126582278481013,0.03125,0.15384615384615385,0.05194805194805195,0.06153846153846154,0.2857142857142857,0.10126582278481013
caffcdd8d27ba78730d5540396ce72ad022aff2c,0.11428571428571428,0.8571428571428571,0.20168067226890757,0.0673076923076923,0.5384615384615384,0.11965811965811966,0.10476190476190476,0.7857142857142857,0.18487394957983194
314e980a3b40f79f1cb96fa8a8fc53d24eecfa2a,0.058823529411764705,0.8181818181818182,0.10975609756097561,0.02631578947368421,0.4,0.04938271604938271,0.0457516339869281,0.6363636363636364,0.08536585365853658
be0d3f3520037c4e2e9fb4f9a235171aaad7e253,0.06896551724137931,1.0,0.12903225806451613,0.05813953488372093,1.0,0.10989010989010987,0.06896551724137931,1.0,0.12903225806451613
b3dc93501e34b6e35245ba06fd0a7bfc7df88f0d,0.15789473684210525,0.5,0.23999999999999996,0.05405405405405406,0.18181818181818182,0.08333333333333334,0.10526315789473684,0.3333333333333333,0.16
3e4495f9ddab6fc516ed662eed681fc4a97ea7f5,0.05555555555555555,0.125,0.07692307692307691,0.0,0.0,0.0,0.05555555555555555,0.125,0.07692307692307691
562ade624a78a11a5af0f26b04df93d76d6166bd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1f6d9cef58b8fc845545d1f8d387fb678f369e44,0.04081632653061224,0.36363636363636365,0.07339449541284403,0.0,0.0,0.0,0.030612244897959183,0.2727272727272727,0.05504587155963303
c3523cbe34a3df02257c79f929aeb0969631ec57,0.1111111111111111,0.15384615384615385,0.12903225806451615,0.0,0.0,0.0,0.1111111111111111,0.15384615384615385,0.12903225806451615
22ab4faac5147cebed02ed7201a41491be548495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bd1bc2c950246135d63fddbf7c633d5408bbac87,0.5333333333333333,0.8888888888888888,0.6666666666666667,0.5,0.875,0.6363636363636364,0.5333333333333333,0.8888888888888888,0.6666666666666667
adc5fab1416cd6049f2fcaaa539254fb0d19aca4,0.21428571428571427,0.75,0.3333333333333333,0.07407407407407407,0.2857142857142857,0.11764705882352941,0.10714285714285714,0.375,0.16666666666666666
73f148ddbf6a50e9798d518badc8e1da96044398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8984fd358b29c2286a0f4763a297205645366dd0,0.13580246913580246,1.0,0.2391304347826087,0.125,1.0,0.2222222222222222,0.13580246913580246,1.0,0.2391304347826087
a8a63a2c6d13c0a778010585b1bfffbe4ead25fd,0.09090909090909091,0.13043478260869565,0.10714285714285714,0.0,0.0,0.0,0.030303030303030304,0.043478260869565216,0.03571428571428572
b9aa106bb5965ca0691a5452c42725da1b1a4fe9,0.25,0.875,0.3888888888888889,0.2222222222222222,0.8571428571428571,0.35294117647058826,0.25,0.875,0.3888888888888889
e3a12e517a9039fa93b8b57e0adedbad5f0e9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be1aa3ea1f4179cbc84c57d3b1128c49515910ac,0.058823529411764705,0.25,0.09523809523809523,0.0,0.0,0.0,0.058823529411764705,0.25,0.09523809523809523
7598fd45813d01726f92d359e49f96b1e8e27911,0.11538461538461539,0.9,0.20454545454545456,0.05194805194805195,0.4444444444444444,0.09302325581395349,0.08974358974358974,0.7,0.1590909090909091
9121947d696df7ea259c0102e449da9621b9cf92,0.08490566037735849,0.8181818181818182,0.15384615384615385,0.02857142857142857,0.3,0.05217391304347825,0.05660377358490566,0.5454545454545454,0.10256410256410256
a1fcca1e9afd5e2ec64be63574b548974b391d3c,0.041666666666666664,0.2,0.06896551724137931,0.0,0.0,0.0,0.041666666666666664,0.2,0.06896551724137931
c04514ce458e00770ba930079d2dab87d72508c4,0.06976744186046512,0.5454545454545454,0.12371134020618556,0.0,0.0,0.0,0.05813953488372093,0.45454545454545453,0.10309278350515462
9200b2f93b10e7e89464c12bc05b872b551e4f33,0.023255813953488372,0.09090909090909091,0.037037037037037035,0.0,0.0,0.0,0.023255813953488372,0.09090909090909091,0.037037037037037035
5a14916894fc963bb9c0c260e78a080ff43bb4ef,0.041666666666666664,0.4,0.07547169811320754,0.010526315789473684,0.1111111111111111,0.01923076923076923,0.03125,0.3,0.05660377358490566
edb8bddff074769a95744b6a7fa59eff61e0cfc1,0.059322033898305086,0.7,0.109375,0.017094017094017096,0.2222222222222222,0.03174603174603175,0.05084745762711865,0.6,0.09375000000000001
0d1f22e4907fec330ef0e475cb0dad48419498f2,0.06060606060606061,0.6153846153846154,0.1103448275862069,0.022900763358778626,0.25,0.04195804195804196,0.03787878787878788,0.38461538461538464,0.06896551724137931
