commit,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
712d32e899fd7209f11a422573e18c724ecc65d8,0.05084745762711865,0.2727272727272727,0.08571428571428573,0.0,0.0,0.0,0.03389830508474576,0.18181818181818182,0.05714285714285715
b62449b3c8eaa02fd136ea45a0e762adb83000c5,0.09375,0.9,0.169811320754717,0.08421052631578947,0.8888888888888888,0.15384615384615383,0.09375,0.9,0.169811320754717
01688a6d66b5aaa06f49d4d1336a9ee641fe3c46,0.1,1.0,0.18181818181818182,0.05504587155963303,0.6,0.10084033613445378,0.09090909090909091,0.9090909090909091,0.1652892561983471
7df8b3b63caeea7c43838908271f5d9678c2c603,0.35714285714285715,0.45454545454545453,0.4,0.07692307692307693,0.1,0.08695652173913043,0.2857142857142857,0.36363636363636365,0.32
cd41986e76a2f227f79a54baf880e1cc4aac98cd,0.054945054945054944,0.5555555555555556,0.1,0.0,0.0,0.0,0.04395604395604396,0.4444444444444444,0.08
67f706f9efe03e9a29fe486d76aeda4da13a629e,0.10526315789473684,0.2222222222222222,0.14285714285714285,0.0,0.0,0.0,0.05263157894736842,0.1111111111111111,0.07142857142857142
49c513fee5940e77a88878213aeb5eb4562cfc8d,0.046357615894039736,0.875,0.0880503144654088,0.006666666666666667,0.14285714285714285,0.012738853503184716,0.033112582781456956,0.625,0.0628930817610063
ce4f0b53393d2e61c185d56cd67ebda7d189a0ed,0.11627906976744186,0.4166666666666667,0.1818181818181818,0.047619047619047616,0.18181818181818182,0.07547169811320754,0.09302325581395349,0.3333333333333333,0.14545454545454545
12c1d4411dd1043a0db099b3e1f7b57f96b291be,0.38461538461538464,0.9090909090909091,0.5405405405405405,0.36,0.9,0.5142857142857143,0.38461538461538464,0.9090909090909091,0.5405405405405405
684a1e7dc00b45d69a4c857bba5018991519fa44,0.0546875,0.7,0.10144927536231883,0.023622047244094488,0.3333333333333333,0.04411764705882353,0.0546875,0.7,0.10144927536231883
2c468ebd2cb9dd6e490fab0ac14dea062e11cacf,0.09859154929577464,0.7777777777777778,0.175,0.02857142857142857,0.25,0.05128205128205128,0.08450704225352113,0.6666666666666666,0.15
429d6c424f8c2f77af8633761e3ac8b8deeba21b,0.06557377049180328,0.36363636363636365,0.11111111111111112,0.03333333333333333,0.2,0.05714285714285715,0.06557377049180328,0.36363636363636365,0.11111111111111112
efc24726f0a8a47d18cd5a514d1a69bd33bfe0f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301946364e0aa67c4cfaec82e94c389993c9f7c6,0.13559322033898305,0.6666666666666666,0.22535211267605634,0.10344827586206896,0.5454545454545454,0.17391304347826086,0.1016949152542373,0.5,0.16901408450704228
64a7e61f11a22de3571b7f43f231e9b3aab00f1e,0.044444444444444446,0.4444444444444444,0.08080808080808081,0.02247191011235955,0.25,0.041237113402061855,0.03333333333333333,0.3333333333333333,0.0606060606060606
a783e6d3f28c6bb73514e2a77157deafb0e685d7,0.058823529411764705,0.25,0.09523809523809523,0.0,0.0,0.0,0.058823529411764705,0.25,0.09523809523809523
24793a91c0b90ef02d6ebfb030c93a9838244c77,0.13725490196078433,0.7777777777777778,0.23333333333333334,0.04,0.25,0.06896551724137932,0.09803921568627451,0.5555555555555556,0.16666666666666669
bc5ccf31e3f177c212029b653c20d89bb2cae4c2,0.18478260869565216,1.0,0.3119266055045872,0.17582417582417584,1.0,0.2990654205607477,0.18478260869565216,1.0,0.3119266055045872
a78a16b4a7a255c7e4304c97b08160d451831e29,0.043478260869565216,0.125,0.06451612903225806,0.0,0.0,0.0,0.043478260869565216,0.125,0.06451612903225806
03cd4056df162fce60109ed01edaf02d755af598,0.2222222222222222,0.5,0.30769230769230765,0.0,0.0,0.0,0.1111111111111111,0.25,0.15384615384615383
27aa9f2f2ad30400e358373119f4a40fc0a21b25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6de6fd5fb44b4e34f7f128129407956675bfdb4f,0.11904761904761904,0.5,0.1923076923076923,0.04878048780487805,0.2222222222222222,0.08,0.09523809523809523,0.4,0.15384615384615385
20216c09f94417b50e2537f8a91b0f9f4f4eda66,0.19047619047619047,0.8,0.3076923076923077,0.0975609756097561,0.4444444444444444,0.16,0.19047619047619047,0.8,0.3076923076923077
b7fe4a60f3a5a428832bf5dd9388e80f0d02fc2e,0.1,0.5555555555555556,0.16949152542372883,0.061224489795918366,0.375,0.10526315789473682,0.1,0.5555555555555556,0.16949152542372883
c322e85ad1d4c4459e0c722d6467772a39a7743d,0.015037593984962405,0.2,0.027972027972027972,0.0,0.0,0.0,0.015037593984962405,0.2,0.027972027972027972
568f32606c2c9c247b2b477193a2d6814f738fa6,0.09174311926605505,0.8333333333333334,0.1652892561983471,0.05555555555555555,0.5454545454545454,0.10084033613445377,0.09174311926605505,0.8333333333333334,0.1652892561983471
5405498ed64be23ba52183db99ff8fce54aa534e,0.13333333333333333,0.75,0.22641509433962267,0.09090909090909091,0.5714285714285714,0.1568627450980392,0.1111111111111111,0.625,0.18867924528301885
ddfef84376cd330fd8634b8857f730d681101b32,0.11904761904761904,0.5,0.1923076923076923,0.0,0.0,0.0,0.07142857142857142,0.3,0.11538461538461536
6fa8238ebf5f1a1854b748533ad99ea15d647896,0.07142857142857142,0.5,0.125,0.01818181818181818,0.14285714285714285,0.032258064516129024,0.07142857142857142,0.5,0.125
afcde0e9af156284fa39f38eb9f4647769805085,0.1891891891891892,0.875,0.3111111111111111,0.1111111111111111,0.5714285714285714,0.18604651162790697,0.13513513513513514,0.625,0.22222222222222224
5d295bc3e7a6478b690b56994fac87728b88157e,0.08064516129032258,0.7142857142857143,0.14492753623188404,0.01639344262295082,0.16666666666666666,0.02985074626865672,0.03225806451612903,0.2857142857142857,0.05797101449275363
0f139b27a1c324b2fc0386da8a598258b0d85f95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fb767073b406a7bb1761ec6b6f73519607940956,0.045454545454545456,0.3333333333333333,0.08,0.015384615384615385,0.125,0.027397260273972605,0.045454545454545456,0.3333333333333333,0.08
2cd8ce408f8ada853554249b4080c90b2d626dcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca84e4f373b691c0637532974bb1ae45e85b7d27,0.3157894736842105,0.5,0.3870967741935484,0.05555555555555555,0.09090909090909091,0.06896551724137931,0.21052631578947367,0.3333333333333333,0.2580645161290323
3a81c76567e753e392ce0ab2deee8a64a50308f6,0.09523809523809523,0.125,0.1081081081081081,0.0,0.0,0.0,0.09523809523809523,0.125,0.1081081081081081
c6986e996811ad89813942627638b65f4e94b3b4,0.22580645161290322,0.7,0.3414634146341463,0.2,0.6666666666666666,0.30769230769230765,0.22580645161290322,0.7,0.3414634146341463
eeac57d81b65a85ed1ad6eaf5fcfcd43c95d56f9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0845508e934ca4c98ec4cb137aa057de1782c58,0.05813953488372093,0.5,0.10416666666666667,0.023529411764705882,0.2222222222222222,0.0425531914893617,0.05813953488372093,0.5,0.10416666666666667
6c9a4d070995f151ead29033c9986c34ff47ec5c,0.1111111111111111,0.25,0.15384615384615383,0.058823529411764705,0.14285714285714285,0.08333333333333333,0.1111111111111111,0.25,0.15384615384615383
